0,19.215646,2.144997,2.987092,0
1,1.616201,8.775167,1.723934,0
2,2.744971,9.822888,0.559043,0
3,15.393256,0.125719,0.097451,0
4,4.032640,17.642561,3.584196,0
5,18.628722,9.126011,0.402331,0
6,11.910263,12.729528,2.531348,1
7,3.295829,14.390368,1.228140,1
8,8.571955,2.252647,0.994625,1
9,0.173067,8.784116,3.450646,1
10,12.807712,8.511099,5.729311,1
11,2.556070,7.611806,1.242392,1
12,17.993444,17.843754,5.533589,1
13,14.291631,2.079593,6.222387,1
14,9.000258,18.179789,3.279121,1
15,12.273496,0.233927,2.172679,1
16,2.998853,7.285602,1.039654,1
17,8.661340,14.876315,5.304097,1
18,0.948807,4.466887,3.442641,1
19,14.362151,12.808248,5.603677,1
20,-1.723615,10.443329,3.232784,1
21,5.114442,1.063831,1.442276,1
22,13.936780,4.290528,6.010034,1
23,12.948110,21.875942,4.192538,1
24,16.651150,4.723000,2.371382,1
25,3.978375,8.419958,4.411188,1
26,6.028295,18.999003,3.701043,1
27,8.868124,9.930021,5.485912,1
28,7.558040,3.376228,0.188640,1
29,9.499776,11.457491,0.562219,1
30,7.624297,9.527973,1.825232,1
31,18.621992,7.891371,1.371283,1
32,9.435534,7.670414,1.224288,1
33,10.061848,2.543746,5.765368,1
34,8.018797,14.302020,2.652787,1
35,14.336350,16.888566,4.710464,1
